rel_path,file_basename,time_band,cand_landmark,cand_city,cand_state,cand_country,matched,match_level,lat,lon,region,source,confidence
morning\Frozen_lake_with_an_icy_jetty_during_sunrise__north_Holland__Netherlands_horiz.jpg,Frozen_lake_with_an_icy_jetty_during_sunrise__north_Holland__Netherlands_horiz.jpg,morning,,,,,,,,,,,
morning\Gapstow_bridge_early_morning_in_spring__New_York_City_Central_Park__USA_horiz.jpg,Gapstow_bridge_early_morning_in_spring__New_York_City_Central_Park__USA_horiz.jpg,morning,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
morning\George_Parks_Highway_in_fall_with_the_morning_sun_light__Denali_State_Park__Alaska__USA_horiz.jpg,George_Parks_Highway_in_fall_with_the_morning_sun_light__Denali_State_Park__Alaska__USA_horiz.jpg,morning,,,Alaska,USA,alaska,state,64.2008,-149.4937,NA,gazetteer,med
morning\Goblin_Valley_State_Park_in_morning_light__Utah__USA_horiz.jpg,Goblin_Valley_State_Park_in_morning_light__Utah__USA_horiz.jpg,morning,,,Utah,USA,utah,state,39.321,-111.0937,NA,gazetteer,med
morning\Golden_sunrise_at_Sikunir__Dieng_Plateau__Java__Indonesia_horiz.jpg,Golden_sunrise_at_Sikunir__Dieng_Plateau__Java__Indonesia_horiz.jpg,morning,,,,,,,,,,,
morning\Golden_sunrise_view_of_Perth_skyline_from_Swan_River__Australia_horiz.jpg,Golden_sunrise_view_of_Perth_skyline_from_Swan_River__Australia_horiz.jpg,morning,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
morning\Good_Morning_Lisbon__Ponte_Vasco_da_Gama__Parque_das_Na__es__Portugal_vert.jpg,Good_Morning_Lisbon__Ponte_Vasco_da_Gama__Parque_das_Na__es__Portugal_vert.jpg,morning,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
morning\Gorgeous_sunrise_over_Clear_Lake_in_Riding_Mountain_National_Park__Manitoba__Canada_vert.jpg,Gorgeous_sunrise_over_Clear_Lake_in_Riding_Mountain_National_Park__Manitoba__Canada_vert.jpg,morning,,,,,,,,,,,
morning\Government_pier_at_dawn__Salt_Spring_Island__British_Columbia__Canada_vert.jpg,Government_pier_at_dawn__Salt_Spring_Island__British_Columbia__Canada_vert.jpg,morning,,,,,,,,,,,
morning\Grand_Prismatic_Spring_sunrise__Yellowstone_National_Park__Wyoming__USA_horiz.jpg,Grand_Prismatic_Spring_sunrise__Yellowstone_National_Park__Wyoming__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Great_egret_at_sunrise_in_a_pink_colored_marsh__Everglades_national_park__Florida__USA_horiz.jpg,Great_egret_at_sunrise_in_a_pink_colored_marsh__Everglades_national_park__Florida__USA_horiz.jpg,morning,,,Florida,USA,florida,state,27.6648,-81.5158,NA,gazetteer,med
morning\Great_gray_owl__strix_nebulosa__flying_in_the_morning_light__rare_bird_of_prey__Canada_vert.jpg,Great_gray_owl__strix_nebulosa__flying_in_the_morning_light__rare_bird_of_prey__Canada_vert.jpg,morning,,,,,,,,,,,
morning\Great_Smoky_Mountains_National_Park_sunrise_landscape_at_Oconaluftee__USA_vert.jpg,Great_Smoky_Mountains_National_Park_sunrise_landscape_at_Oconaluftee__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Great_Temple_of_Abu_Simbel_with_Lake_Nasser_in_early_morning_light__Aswan__Nubia__Egypt_vert.jpg,Great_Temple_of_Abu_Simbel_with_Lake_Nasser_in_early_morning_light__Aswan__Nubia__Egypt_vert.jpg,morning,,,,,,,,,,,
morning\Grove_of_Joshua_trees_in_national_park_valley_at_morning_twilight__Mojave_Desert__California__USA_horiz.jpg,Grove_of_Joshua_trees_in_national_park_valley_at_morning_twilight__Mojave_Desert__California__USA_horiz.jpg,morning,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
morning\Hang_Rai_at_sunrise__Ninh_Thuan_province__Vietnam_horiz.jpg,Hang_Rai_at_sunrise__Ninh_Thuan_province__Vietnam_horiz.jpg,morning,,,,Vietnam,vietnam,country,14.0583,108.2772,AS,gazetteer,med
morning\Havasu_Falls_at_sunrise__Grand_Canyon__Arizona__USA_horiz.jpg,Havasu_Falls_at_sunrise__Grand_Canyon__Arizona__USA_horiz.jpg,morning,,,Arizona,USA,arizona,state,34.0489,-111.0937,NA,gazetteer,med
morning\Haystacks__Morning___ragny__painting_by_Camille_Pissarro__1899_horiz.jpg,Haystacks__Morning___ragny__painting_by_Camille_Pissarro__1899_horiz.jpg,morning,,,,,,,,,,,
morning\Head_Harbour_Lightstation_lighthouse_at_dawn__Campobello_Island__New_Brunswick__Canada_vert.jpg,Head_Harbour_Lightstation_lighthouse_at_dawn__Campobello_Island__New_Brunswick__Canada_vert.jpg,morning,,,,,,,,,,,
morning\Hilltops_over_morning_fog_in_remote_landscape__Kintamani__Bali__Indonesia_horiz.jpg,Hilltops_over_morning_fog_in_remote_landscape__Kintamani__Bali__Indonesia_horiz.jpg,morning,,,,,,,,,,,
morning\Hoodoos_in_Theodore_Roosevelt_National_Park_at_sunrise__North_Dakota__USA_horiz.jpg,Hoodoos_in_Theodore_Roosevelt_National_Park_at_sunrise__North_Dakota__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Horses_and_riders_crossing_the_river_on_a_foggy_morning_in_the_Ozarks__Eminence__Missouri__USA_vert.jpg,Horses_and_riders_crossing_the_river_on_a_foggy_morning_in_the_Ozarks__Eminence__Missouri__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Horses_at_dawn__Castelluccio_of_Norcia__Umbria__Apennines__Italy_vert.jpg,Horses_at_dawn__Castelluccio_of_Norcia__Umbria__Apennines__Italy_vert.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Hot_air_balloon_after_sunrise__G_reme__Cappadokia__Turkey_horiz.jpg,Hot_air_balloon_after_sunrise__G_reme__Cappadokia__Turkey_horiz.jpg,morning,,,,,,,,,,,
morning\Icebergs_floating_on_icy_beach_at_sunrise__J_kuls_rl_n_Lagoon__south_Iceland_horiz.jpg,Icebergs_floating_on_icy_beach_at_sunrise__J_kuls_rl_n_Lagoon__south_Iceland_horiz.jpg,morning,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
morning\Imperial_Palace_moat_and_bridge_at_dawn__Tokyo__Japan_horiz.jpg,Imperial_Palace_moat_and_bridge_at_dawn__Tokyo__Japan_horiz.jpg,morning,,Tokyo,,Japan,tokyo,city,35.6762,139.6503,AS,gazetteer,high
morning\Indian_Head_Cove_sunrise_flare__Bruce_Peninsula_National_Park__Ontario__Canada_horiz.jpg,Indian_Head_Cove_sunrise_flare__Bruce_Peninsula_National_Park__Ontario__Canada_horiz.jpg,morning,,,,,,,,,,,
morning\Jatiluwih_rice_terraces_at_sunrise__Bali__Indonesia_horiz.jpg,Jatiluwih_rice_terraces_at_sunrise__Bali__Indonesia_horiz.jpg,morning,,,,,,,,,,,
morning\Jetty_at_Plage_Des_Dames_at_sunrise___le_de_Noirmoutier__France_horiz.jpg,Jetty_at_Plage_Des_Dames_at_sunrise___le_de_Noirmoutier__France_horiz.jpg,morning,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\Jetty_in_Lake_Ch_zenji_at_autumn_sunrise__Nikk__National_Park__Tochigi__Japan_horiz.jpg,Jetty_in_Lake_Ch_zenji_at_autumn_sunrise__Nikk__National_Park__Tochigi__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Juniper_Canyon_sunrise__Panther_Junction__Big_Bend_National_Park__Texas__USA_vert.jpg,Juniper_Canyon_sunrise__Panther_Junction__Big_Bend_National_Park__Texas__USA_vert.jpg,morning,,,Texas,USA,texas,state,31.0,-100.0,NA,gazetteer,med
morning\Kangaroos_wallabies_feeding_on_beach_at_sunrise__Cape_Hillsborough__Queensland__Australia_vert.jpg,Kangaroos_wallabies_feeding_on_beach_at_sunrise__Cape_Hillsborough__Queensland__Australia_vert.jpg,morning,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
morning\Kilchurn_Castle_in_morning_mist_on_Loch_Awe_in_Argyll_and_Bute__Scotland__UK_vert.jpg,Kilchurn_Castle_in_morning_mist_on_Loch_Awe_in_Argyll_and_Bute__Scotland__UK_vert.jpg,morning,,,,,,,,,,,
morning\Kirkjufell_mountain_at_sunrise__Sn_fellsnes__Iceland_horiz.jpg,Kirkjufell_mountain_at_sunrise__Sn_fellsnes__Iceland_horiz.jpg,morning,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
morning\Lago_di_Braies_lake_and_Seekofel_peak_at_autumn_sunrise__Dolomites__Italy_vert.jpg,Lago_di_Braies_lake_and_Seekofel_peak_at_autumn_sunrise__Dolomites__Italy_vert.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Laguna_Tebinquiche_at_sunrise__Atacama_Desert__Antofagasta_Region__Chile_horiz.jpg,Laguna_Tebinquiche_at_sunrise__Atacama_Desert__Antofagasta_Region__Chile_horiz.jpg,morning,,,,,,,,,,,
morning\Laguna_Torre_and_Granite_towers_of_Torres_del_Paine_at_sunrise__Patagonia__Chile_horiz.jpg,Laguna_Torre_and_Granite_towers_of_Torres_del_Paine_at_sunrise__Patagonia__Chile_horiz.jpg,morning,,,,,,,,,,,
morning\Lake_Atitl_n_at_sunrise__Panajachel__Guatemala_horiz.jpg,Lake_Atitl_n_at_sunrise__Panajachel__Guatemala_horiz.jpg,morning,,,,,,,,,,,
morning\Lake_Kawaguchi_with_Mount_Fuji_in_morning__Yamanashi_prefecture__Japan_vert.jpg,Lake_Kawaguchi_with_Mount_Fuji_in_morning__Yamanashi_prefecture__Japan_vert.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Landscape_of_Rio_de_Janeiro_at_dawn__Brazil_horiz.jpg,Landscape_of_Rio_de_Janeiro_at_dawn__Brazil_horiz.jpg,morning,,,,,,,,,,,
morning\Landscape_of_Shamanka_rock_at_sunrise__Lake_Baikal__Siberia__Russia_horiz.jpg,Landscape_of_Shamanka_rock_at_sunrise__Lake_Baikal__Siberia__Russia_horiz.jpg,morning,,,,,,,,,,,
morning\Landscape_of_the_Peak_District_National_park_at_sunrise__Bamford__Derbyshire__England__UK_vert.jpg,Landscape_of_the_Peak_District_National_park_at_sunrise__Bamford__Derbyshire__England__UK_vert.jpg,morning,,,,,,,,,,,
morning\Landscape_with_dawn_and_green_trees_at_National_Palace_of_Pena__Sintra_near_Lisbon__Portugal_horiz.jpg,Landscape_with_dawn_and_green_trees_at_National_Palace_of_Pena__Sintra_near_Lisbon__Portugal_horiz.jpg,morning,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
morning\Landscape_with_sunrise_and_lake_at_summer_in_national_park_Aulanko__H_meenlinna__Finland_vert.jpg,Landscape_with_sunrise_and_lake_at_summer_in_national_park_Aulanko__H_meenlinna__Finland_vert.jpg,morning,,,,,,,,,,,
morning\Last_lingering_rays_at_sunrise__Dolly_Sods_Wilderness__West_Virginia__USA_horiz.jpg,Last_lingering_rays_at_sunrise__Dolly_Sods_Wilderness__West_Virginia__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Liberty_Bell_and_Early_Winters_Spires__North_Cascades__Okanogan_National_Forest__Washington__USA_horiz.jpg,Liberty_Bell_and_Early_Winters_Spires__North_Cascades__Okanogan_National_Forest__Washington__USA_horiz.jpg,morning,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
morning\Linn_Cove_viaduct_during_fall_morning__Blueridge_parkway__North_Carolina__USA_vert.jpg,Linn_Cove_viaduct_during_fall_morning__Blueridge_parkway__North_Carolina__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Lonely_male_lion_lying_on_a_hill_in_the_first_morning_light__Masai_Mara_National_Park__Kenya_vert.jpg,Lonely_male_lion_lying_on_a_hill_in_the_first_morning_light__Masai_Mara_National_Park__Kenya_vert.jpg,morning,,,,,,,,,,,
morning\Lone_Pine_Peak_and_the_Alabama_Hills_at_sunrise__California__USA_vert.jpg,Lone_Pine_Peak_and_the_Alabama_Hills_at_sunrise__California__USA_vert.jpg,morning,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
morning\Long_dock_over_the_salt_marsh_grasslands_on_St__Helena_Island_outside_of_Beaufort_at_sunrise__South_Carolina__USA_vert.jpg,Long_dock_over_the_salt_marsh_grasslands_on_St__Helena_Island_outside_of_Beaufort_at_sunrise__South_Carolina__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Long_shadows_from_the_early_morning_sun_at_Stonehenge__Wiltshire__England__UK_horiz.jpg,Long_shadows_from_the_early_morning_sun_at_Stonehenge__Wiltshire__England__UK_horiz.jpg,morning,,,,,,,,,,,
morning\Male_and_female_lions_at_sunrise__Naboisho_Conservancy__Narok_County__Kenya_vert.jpg,Male_and_female_lions_at_sunrise__Naboisho_Conservancy__Narok_County__Kenya_vert.jpg,morning,,,,,,,,,,,
morning\Manhattan_Bridge_in_New_York_City_at_dawn_retro_style__USA_horiz.jpg,Manhattan_Bridge_in_New_York_City_at_dawn_retro_style__USA_horiz.jpg,morning,,New York,,USA,new york,city,40.7128,-74.006,NA,gazetteer,high
morning\Marble_Stradun_street_in_the_old_town_of_Dubrovnik_at_sunrise__Croatia_horiz.jpg,Marble_Stradun_street_in_the_old_town_of_Dubrovnik_at_sunrise__Croatia_horiz.jpg,morning,,,,,,,,,,,
morning\Massive_granite_rock_formations_of_Spitzkoppe_in_morning_light__Damaraland__Namibia_vert.jpg,Massive_granite_rock_formations_of_Spitzkoppe_in_morning_light__Damaraland__Namibia_vert.jpg,morning,,,,,,,,,,,
morning\Matterhorn_reflected_in_Lake_Stellisee_at_dawn__Switzerland_vert.jpg,Matterhorn_reflected_in_Lake_Stellisee_at_dawn__Switzerland_vert.jpg,morning,,,,,,,,,,,
morning\Mauao_Sunrise__sunrise_at_summit_track_on_Mount_Maunganui__Tauranga__North_Island_New_Zealand_vert.jpg,Mauao_Sunrise__sunrise_at_summit_track_on_Mount_Maunganui__Tauranga__North_Island_New_Zealand_vert.jpg,morning,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
morning\Mcgown_Peak_and_Stanley_Lake_at_sunrise__Sawtooth_National_Recreation_Area__Idaho__USA_vert.jpg,Mcgown_Peak_and_Stanley_Lake_at_sunrise__Sawtooth_National_Recreation_Area__Idaho__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Meadow_with_lots_of_white_and_pink_spring_daisy_flowers_in_sunny_day_at_early_summer__Estonia_horiz.jpg,Meadow_with_lots_of_white_and_pink_spring_daisy_flowers_in_sunny_day_at_early_summer__Estonia_horiz.jpg,morning,,,,,,,,,,,
morning\Medieval_Corfe_castle_keep_close_up_sunrise__Dorset__England__UK_vert.jpg,Medieval_Corfe_castle_keep_close_up_sunrise__Dorset__England__UK_vert.jpg,morning,,,,,,,,,,,
morning\Milwaukee_Pierhead_Lighthouse_at_sunrise__Wisconsin__USA_horiz.jpg,Milwaukee_Pierhead_Lighthouse_at_sunrise__Wisconsin__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Misty_morning_at_field_of_wheat_in_central_Kansas__USA_vert.jpg,Misty_morning_at_field_of_wheat_in_central_Kansas__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Misty_morning_on_the_Southern_Island_New_Zealand_horiz.jpg,Misty_morning_on_the_Southern_Island_New_Zealand_horiz.jpg,morning,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
morning\Misty_morning_scene_at_Lake_Hibara__Yama_gun__Fukushima_prefecture__Japan_vert.jpg,Misty_morning_scene_at_Lake_Hibara__Yama_gun__Fukushima_prefecture__Japan_vert.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Misty_summer_morning_on_the_Hintersee_lake_in_Austrian_Alps__Ramsau__Bavaria__Germany_vert.jpg,Misty_summer_morning_on_the_Hintersee_lake_in_Austrian_Alps__Ramsau__Bavaria__Germany_vert.jpg,morning,,,,,,,,,,,
morning\Misty_sunrise__Krasnik_village_area__Carpathian_Mountains__Ivano_Frankivsk_region__Ukraine_horiz.jpg,Misty_sunrise__Krasnik_village_area__Carpathian_Mountains__Ivano_Frankivsk_region__Ukraine_horiz.jpg,morning,,,,,,,,,,,
morning\Moeraki_Boulders_on_Koekohe_Beach_at_sunrise__Otago__New_Zealand_vert.jpg,Moeraki_Boulders_on_Koekohe_Beach_at_sunrise__Otago__New_Zealand_vert.jpg,morning,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
morning\Monte_Civetta_mountain_in_the_pastel_light_of_dawn_in_winter__Val_Badia__Dolomites__Italy_vert.jpg,Monte_Civetta_mountain_in_the_pastel_light_of_dawn_in_winter__Val_Badia__Dolomites__Italy_vert.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Moon_Bridge_In_Dahu_Park_at_dawn__Neihu__Taipei__Taiwan_horiz.jpg,Moon_Bridge_In_Dahu_Park_at_dawn__Neihu__Taipei__Taiwan_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_art_with_glass_ball_on_pebble_beach__Larnaka__Cyprus_vert.jpg,Morning_art_with_glass_ball_on_pebble_beach__Larnaka__Cyprus_vert.jpg,morning,,,,,,,,,,,
morning\Morning_at_Lingmoor_Fell__Side_Pike__Langdales__Lake_District__Cumbria__England__UK_vert.jpg,Morning_at_Lingmoor_Fell__Side_Pike__Langdales__Lake_District__Cumbria__England__UK_vert.jpg,morning,,,,,,,,,,,
morning\Morning_at_Moya_Beach__Anjouan__Ndzwani__island__Comoros_horiz.jpg,Morning_at_Moya_Beach__Anjouan__Ndzwani__island__Comoros_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_at_Oheo_Gulch_or_Seven_Pools__Haleakala_National_Park__Maui__Hawaii__USA_vert.jpg,Morning_at_Oheo_Gulch_or_Seven_Pools__Haleakala_National_Park__Maui__Hawaii__USA_vert.jpg,morning,,,Hawaii,USA,hawaii,state,20.7984,-156.3319,NA,gazetteer,med
morning\Morning_at_Paternkofel_and_Tre_Cime_Di_Lavaredo_mountain_peaks__Dolomites__South_Tyrol__Italy_vert.jpg,Morning_at_Paternkofel_and_Tre_Cime_Di_Lavaredo_mountain_peaks__Dolomites__South_Tyrol__Italy_vert.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Morning_at_Sanur_Beach__Bali__Indonesia_horiz.jpg,Morning_at_Sanur_Beach__Bali__Indonesia_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_at_the_Lower_Lake_in_Glendalough__County_Wicklow__Ireland_vert.jpg,Morning_at_the_Lower_Lake_in_Glendalough__County_Wicklow__Ireland_vert.jpg,morning,,,,,,,,,,,
morning\Morning_autumn_in_the_Green_Mountain_National_Forest_in_Vermont__New_England__USA_horiz.jpg,Morning_autumn_in_the_Green_Mountain_National_Forest_in_Vermont__New_England__USA_horiz.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Morning_beauty_of_mountain_range_in_Suzuka_City__Mie_Prefecture__Japan_horiz.jpg,Morning_beauty_of_mountain_range_in_Suzuka_City__Mie_Prefecture__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Morning_double_rainbow_over_the_Lake_Wanaka_on_the_South_Island_of_New_Zealand_horiz.jpg,Morning_double_rainbow_over_the_Lake_Wanaka_on_the_South_Island_of_New_Zealand_horiz.jpg,morning,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
morning\Morning_hiking_in_Elbe_Sandstone_Mountains_near_the_Bastei__Germany_vert.jpg,Morning_hiking_in_Elbe_Sandstone_Mountains_near_the_Bastei__Germany_vert.jpg,morning,,,,,,,,,,,
morning\Morning_in_Hong_Kong_from_Victoria_peak__China_horiz.jpg,Morning_in_Hong_Kong_from_Victoria_peak__China_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_in_Machu_Picchu_stone_village_landscape__Peru_horiz.jpg,Morning_in_Machu_Picchu_stone_village_landscape__Peru_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_in_Montmartre__Paris__France_vert.jpg,Morning_in_Montmartre__Paris__France_vert.jpg,morning,,Paris,,France,paris,city,48.8566,2.3522,EU,gazetteer,high
morning\Morning_landscape_at_Koruldi_Lake__Main_Caucasian_ridge__Svaneti__Georgia_horiz.jpg,Morning_landscape_at_Koruldi_Lake__Main_Caucasian_ridge__Svaneti__Georgia_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_light_at_Lake_Gosau_with_Dachstein_Mountains__Salzkammergut__Austria_horiz.jpg,Morning_light_at_Lake_Gosau_with_Dachstein_Mountains__Salzkammergut__Austria_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_light_in_Pomorskie_province_in_north_Poland__Kashubia__Kaszuby__district_vert.jpg,Morning_light_in_Pomorskie_province_in_north_Poland__Kashubia__Kaszuby__district_vert.jpg,morning,,,,,,,,,,,
morning\Morning_light_in_Vladeasa_Mountains__Romania_vert.jpg,Morning_light_in_Vladeasa_Mountains__Romania_vert.jpg,morning,,,,,,,,,,,
morning\Morning_light_on_the_hills__Cathedral_Peak_region__Drakensberg__South_Africa_horiz.jpg,Morning_light_on_the_hills__Cathedral_Peak_region__Drakensberg__South_Africa_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_mist_in_Gorges_du_Verdon__Alpes_de_Haute_Provence__France_horiz.jpg,Morning_mist_in_Gorges_du_Verdon__Alpes_de_Haute_Provence__France_horiz.jpg,morning,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\Morning_over_waterfalls_in_Plitvice_Lakes_National_Park__Croatia_vert.jpg,Morning_over_waterfalls_in_Plitvice_Lakes_National_Park__Croatia_vert.jpg,morning,,,,,,,,,,,
morning\Morning_panoramic_view_of_lake_against_sky__K_nigssee__Bavaria__Germany_horiz.jpg,Morning_panoramic_view_of_lake_against_sky__K_nigssee__Bavaria__Germany_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_reflection_at_upper_Schwabacher_Landing_in_Jackson_Hole__Grand_Teton__Wyoming__USA_vert.jpg,Morning_reflection_at_upper_Schwabacher_Landing_in_Jackson_Hole__Grand_Teton__Wyoming__USA_vert.jpg,morning,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
morning\Morning_scene_of_Sorvagsvatn_lake__Vagar__Faroe_Islands__Denmark_horiz.jpg,Morning_scene_of_Sorvagsvatn_lake__Vagar__Faroe_Islands__Denmark_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_summer_cityscape_of_Vrbnik_town__Krk_island__Kvarner_bay_archipelago__Croatia_vert.jpg,Morning_summer_cityscape_of_Vrbnik_town__Krk_island__Kvarner_bay_archipelago__Croatia_vert.jpg,morning,,,,,,,,,,,
morning\Morning_sunlights_baths_the_Blyde_River_Canyon_in_Mpumulanga__South_Africa_horiz.jpg,Morning_sunlights_baths_the_Blyde_River_Canyon_in_Mpumulanga__South_Africa_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_sunrise_view_of_the_peaks_of_Huangshan_National_Park__China_horiz.jpg,Morning_sunrise_view_of_the_peaks_of_Huangshan_National_Park__China_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_view_from_a_mountain_cave__Isla_Incahuasi__Salar_de_Uyuni__Bolivia_horiz.jpg,Morning_view_from_a_mountain_cave__Isla_Incahuasi__Salar_de_Uyuni__Bolivia_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_view_of_Cemoro_Lawang_village__Bromo_Tengger_Semeru_National_Park__East_Java__Indonesia_horiz.jpg,Morning_view_of_Cemoro_Lawang_village__Bromo_Tengger_Semeru_National_Park__East_Java__Indonesia_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_view_of_coastal_France_from_International_Space_Station_horiz.jpg,Morning_view_of_coastal_France_from_International_Space_Station_horiz.jpg,morning,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\Morning_view_of_Li_Cossi_beach__summer_scene_of_Costa_Paradiso__Sardinia_island__Italy_horiz.jpg,Morning_view_of_Li_Cossi_beach__summer_scene_of_Costa_Paradiso__Sardinia_island__Italy_horiz.jpg,morning,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
morning\Morning_view_of_Milford_Sound__Piopiotahi___Fiordland_National_Park__New_Zealand_vert.jpg,Morning_view_of_Milford_Sound__Piopiotahi___Fiordland_National_Park__New_Zealand_vert.jpg,morning,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
morning\Morning_view_of_Mount_Fuji_with_kokia_bushes_in_autumn_from_Oishi_park__Yamanashi__Japan_horiz.jpg,Morning_view_of_Mount_Fuji_with_kokia_bushes_in_autumn_from_Oishi_park__Yamanashi__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Morning_view_of_Mount_Rundle_at_Two_Jack_Lake__Banff_National_Park__Alberta__Canada_horiz.jpg,Morning_view_of_Mount_Rundle_at_Two_Jack_Lake__Banff_National_Park__Alberta__Canada_horiz.jpg,morning,,,,,,,,,,,
morning\Morning_view_of_the_sea_at_Futou_coast_in_Izu_peninsula__Shizuoka__Japan_vert.jpg,Morning_view_of_the_sea_at_Futou_coast_in_Izu_peninsula__Shizuoka__Japan_vert.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Morning_view_with_mountain_mist_and_Big_Buddha_statue_at_Khao_Kho__Phetchabun__Thailand_vert.jpg,Morning_view_with_mountain_mist_and_Big_Buddha_statue_at_Khao_Kho__Phetchabun__Thailand_vert.jpg,morning,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
morning\Morning_winter_landscape_after_a_snowfall_at_La_Clusaz__Haute_Savoie__France_horiz.jpg,Morning_winter_landscape_after_a_snowfall_at_La_Clusaz__Haute_Savoie__France_horiz.jpg,morning,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
morning\Mountain_Fuji_with_morning_fog_and_red_leaves_at_lake_Kawaguchiko_in_autumn__Japan_horiz.jpg,Mountain_Fuji_with_morning_fog_and_red_leaves_at_lake_Kawaguchiko_in_autumn__Japan_horiz.jpg,morning,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
morning\Mountain_landscape_at_sunrise__Storkonufell__Mofell__Fjallabak__South_Iceland_horiz.jpg,Mountain_landscape_at_sunrise__Storkonufell__Mofell__Fjallabak__South_Iceland_horiz.jpg,morning,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
morning\Mountain_landscape_with_illuminated_peaks_and_lake_at_sunrise__Himalayas__Nepal_horiz.jpg,Mountain_landscape_with_illuminated_peaks_and_lake_at_sunrise__Himalayas__Nepal_horiz.jpg,morning,,,,,,,,,,,
morning\Mountain_range_view_in_morning_from_Phu_Pa_Por__Loei__Thailand_horiz.jpg,Mountain_range_view_in_morning_from_Phu_Pa_Por__Loei__Thailand_horiz.jpg,morning,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
